,OBJECTID,x,y,Year,STRUCTURET,id,taxval,landuse,yearbuilt,storey,Structures,StrucET,Type,type,Area_m2,Area_ft2,mph,idd,DS1,DS2,DS3,DS4,dmg
207,38001,77.4318663,34.74724421,2016,Hard Board (Hardy board or pla,5149,147690,Residential,2011,1,Single Family,Hard Board (Hardy board or pla,Building New,A58,1977.945167,7599.171026,133.9742164189806,5149,0.8848766505810695,0.4854988849077612,0.24270574412321155,0.22493915570466444,1
208,47364,77.49340988,34.79736588,2016,MODULAR METAL,32561,183510,Mobile Home Park,1975,1,Multi-Section MH,MODULAR METAL,Building New,B37,713.3930065,358160.3048,128.21215496275482,32561,0.5216589589982848,0.37261926258201444,0.15029725938534166,0.1309956891081669,2
209,130309,77.39109158,34.78798597,2006,Aluminum/Vinyl,64100,157080,Residential,2004,2,Single Family,Aluminum/Vinyl,Building Existing,A30,1418.448585,8809.932074,132.25016360864302,64100,0.9377387827041975,0.6544986718984322,0.3636926918744995,0.2663761966780688,2
210,86563,77.47752936,34.669818,2006,Log,17452,142230,Building Site,1978,2,Single Family,Log,Building Existing,A26,263.6891068,33730.03599,137.74295015427012,17452,0.9814097821373244,0.9001043190086082,0.7202139357958084,0.6076599994538925,1
211,37299,77.47880828,34.7448036,2016,Aluminum/Vinyl,30042,130460,Residential,1986,1,Single Family,Aluminum/Vinyl,Building New,A14,96.49719829,12822.58882,132.45349972507756,30042,0.8090756142878635,0.350706695491838,0.09011708666060564,0.05037803821619683,1
212,39587,77.36355577,34.75438127,2016,Aluminum/Vinyl,63701,165190,Residential,2004,2,Single Family,Aluminum/Vinyl,Building New,A30,69.92041887,20845.18287,135.64467079806346,63701,0.9570186007339424,0.7286350710243449,0.4529503535557294,0.33994450151868916,1
213,102655,77.33020635,34.73410524,2006,"Frame Siding, Plywood",49403,133910,Residential,1991,1,Single Family,"Frame Siding, Plywood",Building Existing,A10,2367.961886,9628.608094,138.18457549695444,49403,0.9194259678332439,0.6646708225048209,0.3542161179092903,0.30832627787789346,1
214,54982,77.51038493,34.83847733,2016,ALUMINUM/VINYL,59275,85030,Residential,1999,1,Multi-Section MH,ALUMINUM/VINYL,Building New,B32,224.3288001,17422.21791,124.76643980239662,59275,0.20675125424769397,0.016391079634563106,0.0006926156168501307,0.0004674184382226237,0
215,20154,77.37659042,34.51411184,2016,"FRAME SIDING,PLYWOOD",10564,288890,Waterfront ICW,1948,1,Beach House,"FRAME SIDING,PLYWOOD",Building New,A14,1563.791634,1438701.209,151.5576142800602,10564,0.9719920494835934,0.7701593751251563,0.45415204184515723,0.3385796058080738,1
216,54038,77.49602142,34.83265795,2016,Aluminum/Vinyl,67639,160730,Residential,2006,1,Single Family,Aluminum/Vinyl,Building New,A58,58.05244314,16182.11488,125.65040763778778,67639,0.7708209551648888,0.2840374213241093,0.10014050099948019,0.09849927925140173,0
217,132820,77.41951315,34.79674257,2006,"Frame Siding, Plywood",1334,97570,Residential,1975,1,Single Family,"Frame Siding, Plywood",Building Existing,A10,2225.333669,11052.83025,130.71994502158566,1334,0.8424446252181788,0.4850307805313698,0.1763685483311635,0.1676794690205839,4
218,124038,77.49258381,34.77631244,2006,,8643,262440,Commercial,0,1,OFFICES/SERVICES,,Building Existing,F16,1074.816269,84418.20167,129.7210075340391,8643,0.9294099437276224,0.8524870004589835,0.6995773777988157,2.2555145216166234e-05,2
219,24003,77.38390387,34.56759368,2016,Aluminum/Vinyl,35833,86850,Waterview,1945,1,Single Family,Aluminum/Vinyl,Building New,A14,772.1386577,10052.15348,148.22765089687337,35833,0.9590718270663535,0.7102905498396669,0.37556611922383304,0.2681849839108801,4
220,49918,77.37054288,34.81034587,2016,"ALUMINUM,VINYL",49262,46350,Building Site,2000,1,Singlewide M/H,"ALUMINUM,VINYL",Building New,B32,2394.169813,57227.91321,131.13724416853785,49262,0.3220318461635903,0.046283895643770515,0.0034700858991803694,0.002466106262875754,0
221,53042,77.4082219,34.82685087,2016,Aluminum/Vinyl,155164,167620,Residential,2012,1,Single Family,Aluminum/Vinyl,Building New,A62,2359.153545,9546.892636,128.81785785916577,155164,0.7408380615365373,0.25780562509636457,0.0578029380906129,0.04551221915100203,1
222,86856,77.47929232,34.67127147,2006,Brick Veneer,1245,142000,Building Site,1969,1,Single Family,Brick Veneer,Building Existing,A10,2116.604964,36386.14387,137.5789974254738,1245,0.9146330143403859,0.6512304252047546,0.3380164644118546,0.2955646365642343,1
223,131983,77.41451565,34.79342519,2006,,52276,128917,Commercial,0,1,OFFICES/SERVICES,,Building Existing,F16,4376.425049,10803.2598,131.12329333023442,52276,0.9380503055858054,0.867437518357655,0.7240332804768665,3.7451568121495e-05,0
224,111778,77.3773548,34.75404771,2006,Brick Veneer,3503,107470,Residential,1973,1,Single Family,Brick Veneer,Building Existing,A14,2434.435125,19717.56322,135.25197569995944,3503,0.849741384884709,0.4171535329369553,0.12507962482163026,0.07337218329219941,1
225,43812,77.40345908,34.77481585,2016,Brick Veneer,9094,112310,Residential,1973,1,Single Family,Brick Veneer,Building New,A14,77.57263056,14075.1554,132.8642408898241,9094,0.8154903945740372,0.36031708241945387,0.09477915276519577,0.053366638876763024,1
226,71589,77.63293886,34.82592594,2016,Aluminum/Vinyl,42706,50300,Building Site Off-Road,1918,2,Single Family,Aluminum/Vinyl,Building Modified,A30,2407.424363,33444.34295,121.52590794834089,42706,0.8243340795125658,0.3793314178052437,0.13191078288230584,0.09199957330446251,1
227,36418,77.22974008,34.73602517,2016,Aluminum/Vinyl,153708,182250,Residential,2014,1,Single Family,Aluminum/Vinyl,Building New,A62,2741.989445,14969.24345,141.42421084205603,153708,0.9053782976351445,0.5508907788568554,0.2343120078421584,0.18088941132429492,1
228,71969,77.45966278,34.83441068,2016,Brick Veneer,12883,85020,Building Site Off-Road,1968,1,Single Family,Brick Veneer,Building Modified,A14,459.6851946,38920.0786,126.70395762179777,12883,0.7030258807607115,0.22565509716385496,0.04062546146551507,0.02044525999699928,2
229,124708,77.43897384,34.77690508,2006,Brick Frame,24838,145820,Residential,1966,2,Single Family,Brick Frame,Building Existing,A30,2146.720052,25673.79939,131.55393246713484,24838,0.9329804022555824,0.6381461922163886,0.34583448071706946,0.2521316879990295,2
230,88953,77.47550747,34.68371944,2006,"Frame Siding, Plywood",48646,132140,Residential,1992,1,Single Family,"Frame Siding, Plywood",Building Existing,A10,2366.084071,19220.88538,136.8689905371076,48646,0.9087162914082365,0.6351509391016024,0.31931202468917663,0.2808502123471437,1
231,74350,77.51817129,34.44626093,2006,ALUMINUM/VINYL,1808,269240,Waterfront Canal,1993,1,Multi-Section MH,ALUMINUM/VINYL,Building Existing,B35,224.6904408,7562.701864,151.55842268504972,1808,0.9065833887011105,0.8374209047988677,0.5523560714531411,0.4074861960312872,2
232,48046,77.20884988,34.79741297,2016,ALUMINUM/VINYL,55205,117700,Building Site Off-Road,1995,1,Multi-Section MH,ALUMINUM/VINYL,Building New,B32,473.6335704,270881.7623,137.57894632324872,55205,0.452439692871515,0.10637030380260554,0.013203723224832093,0.009853151285230786,1
233,44409,77.30993823,34.77698311,2016,Aluminum/Vinyl,70941,179900,Residential,2008,1,Single Family,Aluminum/Vinyl,Building New,A58,2549.67007,16938.26405,135.59482970589258,70941,0.9007101294872556,0.5254520140148906,0.2781596292285081,0.2560990357558909,2
234,124392,77.37289096,34.77541333,2006,Brick Veneer,14526,152390,Golf Course Lot,1958,1,Single Family,Brick Veneer,Building Existing,A14,3428.693759,43914.56426,133.7511036471755,14526,0.8288135720363714,0.3812606347978195,0.10539299408552488,0.060262719886505785,0
235,115352,77.41529448,34.76007225,2006,,15203,1732965,Commercial/Ind/Primary,0,1,RETAIL,,Building Existing,F16,12506.05838,65875.71385,133.58620119654952,15203,0.9510292667151087,0.8907759672367486,0.7639063972410569,8.723205075344572e-05,2
236,118979,77.37134438,34.76532318,2006,Aluminum/Vinyl,36212,150040,Residential,1986,2,Single Family,Aluminum/Vinyl,Building Existing,A26,122.7266822,14674.00153,134.57122836136455,36212,0.9724051549599206,0.8617059678846343,0.6449414040144401,0.5315215048073816,2
237,142558,77.46406358,34.8457075,2006,Aluminum/Vinyl,59824,183510,Residential,2002,2,Single Family,Aluminum/Vinyl,Building Existing,A30,1904.907742,25784.75177,125.75737409996204,59824,0.8802999277844852,0.49121902719479243,0.21004940578720221,0.14840071989254378,1
238,20486,77.50347429,34.52199138,2016,Aluminum/Vinyl,57689,144440,Building Site,2007,1,Single Family,Aluminum/Vinyl,Building New,A58,1865.821006,45463.0457,147.76154391113005,57689,0.9712429802552132,0.7822790266346171,0.5764622165159144,0.5241819134357326,1
239,63895,77.37250968,34.54861739,2016,Brick Veneer,61209,691860,Building Site,2000,1,Single Family,Brick Veneer,Building Modified,A58,200.7263966,89276.31177,149.72844630319594,61209,0.9769150860609628,0.8132963625647573,0.6228843051110503,0.5678284193778561,4
240,56548,77.55795962,34.84897632,2016,Aluminum/Vinyl,64207,201190,Residential,2004,2,Single Family,Aluminum/Vinyl,Building New,A30,197.4840819,21820.29681,122.42901063072398,64207,0.8376619151343401,0.4030198774933003,0.14683696236590926,0.1026057361514639,2
241,65337,77.50545626,34.69409775,2016,Aluminum/Vinyl,65866,191800,Residential,2005,2,Single Family,Aluminum/Vinyl,Building Modified,A30,1899.230534,53097.18877,135.048968578421,65866,0.954068547286353,0.7163432615330894,0.4371406953228268,0.3266104509438563,2
242,18365,77.56210519,34.47979848,2016,Aluminum/Vinyl,74717,232060,Residential,2009,1,Single Family,Aluminum/Vinyl,Building New,A58,2767.222086,12832.25572,148.29469668359738,74717,0.9728922130117623,0.7910090570321238,0.589241347811139,0.5361211760644788,2
243,47455,77.45026663,34.79737159,2016,Aluminum/Vinyl,158249,207840,Residential,2015,2,Single Family,Aluminum/Vinyl,Building New,A18,1546.063412,13592.1416,129.68391174688202,158249,0.9493492108386898,0.771721937283369,0.3968124970684604,0.13464727109016367,2
244,21087,77.49583042,34.52664003,2016,Aluminum/Vinyl,158381,240170,Residential,2014,2,Single Family,Aluminum/Vinyl,Building New,A30,2402.801873,31272.40344,147.71451920313163,158381,0.9899898256277918,0.9064231731772283,0.744320557821558,0.6170497756462244,2
245,122239,77.4179732,34.77163043,2006,Brick Veneer,4207,129590,Residential,1968,1,Single Family,Brick Veneer,Building Existing,A14,572.2104342,15042.06191,132.63765021957846,4207,0.81197080279293,0.35500769348671807,0.09218753475368135,0.05170216284147467,1
246,17301,77.51313106,34.44728091,2016,ALUMINUM/VINYL,13624,261510,Residential,2007,1,Beach House,ALUMINUM/VINYL,Building New,A62,1671.073091,6516.434437,151.66780105184046,13624,0.9650309184527308,0.7613497206894679,0.4645390878354001,0.37098636473074864,4
247,124665,77.37058896,34.77585662,2006,Brick Veneer,28778,220350,Residential,1978,1,Single Family,Brick Veneer,Building Existing,A10,4693.908355,49437.26304,133.78471374343684,28778,0.8790174904888186,0.5618224027011777,0.24273042999446354,0.2205747689420825,4
248,77248,77.55278332,34.49554686,2006,ALUMINUM/VINYL,20572,44310,Building Site,1996,1,Multi-Section MH,ALUMINUM/VINYL,Building Existing,B32,992.44337,3999.94046,147.62603793407177,20572,0.6494960153964989,0.27249065701055275,0.06484533480352567,0.05186330666651855,1
249,117678,77.37222501,34.76321883,2006,Aluminum/Vinyl,50291,152460,Residential,1994,2,Single Family,Aluminum/Vinyl,Building Existing,A30,1576.476178,10451.57118,134.7062921076302,50291,0.9522929058391362,0.7091284813027721,0.4280584351795622,0.31901168641460353,2
250,20902,77.49757247,34.52564554,2016,Aluminum/Vinyl,156369,213130,Residential,2013,2,Single Family,Aluminum/Vinyl,Building New,A26,1920.138548,20693.11686,147.721844375704,156369,0.9951078637835935,0.9689089196248488,0.8886370588762355,0.8040215025379673,4
251,29894,77.56631654,34.70147165,2016,Aluminum/Vinyl,51226,129240,Building Site Off-Road,2008,1,Single Family,Aluminum/Vinyl,Building New,A58,2129.198461,53291.49949,132.60912987234283,51226,0.8700379373314828,0.45156742185727256,0.21455095981695566,0.2001842651147661,1
252,95050,77.11373644,34.70710836,2006,Aluminum/Vinyl,59345,92420,Waterfront River/Creek,1940,1,Single Family,Aluminum/Vinyl,Building Existing,A14,1058.380565,25742.14957,147.31991865177412,59345,0.9547497455047966,0.6925334271890451,0.35457801458129007,0.2501065077385928,1
253,91243,77.50419794,34.69307778,2006,Aluminum/Vinyl,65909,195000,Residential,2005,2,Single Family,Aluminum/Vinyl,Building Existing,A26,1804.48056,22025.07111,135.16469413011527,65909,0.9743409980605551,0.8696388503745188,0.6597210399376028,0.5460804869190858,2
254,24691,77.18951971,34.65254319,2016,Hard Board (Hardy board or pla,74194,163940,Residential,2008,1,Single Family,Hard Board (Hardy board or pla,Building New,A58,2206.202757,48215.88262,148.51196277293548,74194,0.9735396537151988,0.7944978704915706,0.5944096742912126,0.5409655896821086,4
255,45516,77.36160212,34.78383994,2016,Aluminum/Vinyl,6222,112340,Residential,1974,1,Single Family,Aluminum/Vinyl,Building New,A14,162.3436805,13824.10037,133.42841728891707,6222,0.8240490212202477,0.37361242392696514,0.10144405893185782,0.057682366157970864,3
