x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES
77.14669428,34.70047974,0,23199,,65892,Building Modified,175.9420836,1808.548786,2016,43816,1,0,,577006,,Commercial,,,1,1809,OFFICES/SERVICES,,D10,D10,OFFICES/SERVICES
77.14537469,34.70096952,0,23220,,65924,Building Modified,258.5732444,2886.863451,2016,19335,1,0,,532047,,Commercial,,,1,2887,OFFICES/SERVICES,,E8,E8,OFFICES/SERVICES
77.14352835,34.70143688,0,23245,,65951,Building Modified,218.3825573,2052.497321,2016,66862,1,0,,305061,,Commercial,,,1,2052,AUTO SERVICE,,E6,E6,AUTO SERVICE
77.1539483,34.70112892,0,23247,,65956,Building Modified,2752.669082,103146.2368,2016,40839,1,0,,25841500,,Commercial,,,1,103146,SCHOOLS/CLASSROOMS,,C14,C14,K12
77.15010267,34.70262757,0,23293,,66017,Building Modified,349.2641346,5312.422752,2016,1295,1,0,,398201,,Commercial,,,1,5312,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.63476009,34.71002248,0,23314,,66046,Building Modified,351.7026382,4268.206303,2016,12830,1,0,,133520,,Building Site,,,2,4268,RETAIL,Aluminum/Vinyl,E8,E8,RETAIL
77.15022586,34.70390712,0,23335,,66071,Building Modified,2173.958215,42919.28859,2016,40097,1,0,,6648390,,Commercial,,,1,42919,SCHOOLS/CLASSROOMS,,E7,E7,PS
77.15243054,34.70426403,0,23355,,66094,Building Modified,4089.28491,106674.632,2016,40097,1,0,,6648390,,Commercial,,,1,106675,SCHOOLS/CLASSROOMS,,D33,D33,DC
77.22599663,34.70620466,0,23366,,66106,Building Modified,186.7535442,1080.370991,2016,22253,1,0,,755000,,Building Site,,,1,1080,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G4,G4,WAR_D
77.15426309,34.70541725,0,23372,,66114,Building Modified,276.2635293,2774.443679,2016,42360,1,0,,141090,,Commercial,,,1,2774,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.15399278,34.70563728,0,23381,,66128,Building Modified,653.4806138,10868.42855,2016,42359,1,0,,229520,,Commercial,,,1,10868,OFFICES/SERVICES,,D18,D18,OFFICES/SERVICES
77.22576024,34.70686087,0,23383,,66130,Building Modified,199.3208974,1793.518323,2016,22253,1,0,,755000,,Building Site,,,1,1794,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G5,G5,WAR_D
77.15863766,34.70604433,0,23390,,66140,Building Modified,154.766102,1091.009773,2016,29495,1,0,,840371,,Commercial,,,1,1091,AUTO SERVICE,,E7,E7,AUTO SERVICE
77.22253526,34.70740128,0,23400,,66152,Building Modified,181.9589303,1625.130563,2016,22253,1,0,,755000,,Building Site,,,1,1625,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G5,G5,WAR_S
77.22699881,34.70743207,0,23402,,66154,Building Modified,275.0448877,2873.682814,2016,22253,1,0,,755000,,Building Site,,,1,2874,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G4,G4,WAR_S
77.28502268,34.70831349,0,23403,,66156,Building Modified,264.5253098,3658.340792,2016,14725,1,0,,156690,,Commercial,,,1,3658,AUTO SERVICE,,E7,E7,AUTO SERVICE
77.22398587,34.7079074,0,23423,,66179,Building Modified,235.7816639,2583.916313,2016,22253,1,0,,755000,,Building Site,,,1,2584,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G5,G5,WAR_S
77.22460402,34.70796094,0,23424,,66180,Building Modified,106.5511917,597.3255988,2016,22253,1,0,,755000,,Building Site,,,1,597,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G5,G5,WAR_D
77.22490927,34.70815936,0,23429,,66189,Building Modified,207.1215562,1923.40822,2016,22253,1,0,,755000,,Building Site,,,1,1923,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G5,G5,WAR_D
77.27116988,34.70890229,0,23438,,66200,Building Modified,922.8246191,21090.79079,2016,5473,1,0,,227970,,Commercial,,,1,21091,RETAIL,,E7,E7,RETAIL
77.22472924,34.70872514,0,23444,,66206,Building Modified,203.1726428,1953.306398,2016,22253,1,0,,755000,,Building Site,,,1,1953,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G4,G4,WAR_D
77.12820132,34.70749041,0,23455,,66220,Building Modified,161.0029073,1445.567646,2016,40604,1,0,,351970,,Commercial,,,1,1446,OFFICES/SERVICES,,D33,D33,OFFICES/SERVICES
77.22661253,34.70890785,0,23457,,66222,Building Modified,392.6515925,3883.894981,2016,22253,1,0,,755000,,Building Site,,,1,3884,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G4,G4,WAR_D
77.22773795,34.70918507,0,23465,,66231,Building Modified,259.6771628,2520.430259,2016,22253,1,0,,755000,,Building Site,,,1,2520,WAREHOUSE/INDUSTRIAL,"FRAME SIDING, PLYWOOD",G5,G5,WAR_D
77.12861035,34.7077585,0,23466,,66232,Building Modified,127.3834793,805.1448398,2016,40604,1,0,,351970,,Commercial,,,1,805,OFFICES/SERVICES,,D10,D10,OFFICES/SERVICES
77.23703285,34.71003017,0,23491,,66262,Building Modified,125.8219539,775.0156681,2016,59338,1,0,,212190,,Commercial,,,1,775,OFFICES/SERVICES,,D33,D33,OFFICES/SERVICES
77.15559603,34.70935846,0,23533,,66310,Building Modified,414.0506333,6376.756541,2016,61777,1,0,,236768,,Commercial,,,1,6377,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_D
77.2434974,34.71342184,0,23695,,66500,Building Modified,201.6388961,1962.568215,2016,30461,1,0,,322364,,Building Site,,,1,1963,OFFICES/SERVICES,Aluminum/Vinyl,F45,F45,OFFICES/SERVICES
77.24429646,34.71350545,0,23697,,66502,Building Modified,132.8304052,1028.966694,2016,30461,1,0,,322364,,Building Site,,,1,1029,OFFICES/SERVICES,Aluminum/Vinyl,E6,E6,OFFICES/SERVICES
77.30975262,34.71452199,0,23705,,66512,Building Modified,298.7960039,5146.9238,2016,56175,1,0,,259463,,Commercial,,,1,5147,RETAIL,,E8,E8,RETAIL
77.23478199,34.71365135,0,23715,,66524,Building Modified,189.9029831,1362.165889,2016,3892,1,0,,278995,,Commercial,,,1,1362,RETAIL,,D18,D18,RETAIL
77.31357375,34.71523612,0,23734,,66544,Building Modified,175.1713802,1470.747271,2016,29487,1,0,,121074,,Commercial,,,1,1471,OFFICES/SERVICES,,E6,E6,OFFICES/SERVICES
77.31046942,34.71524338,0,23741,,66556,Building Modified,343.6911499,4359.785255,2016,24113,1,0,,2013356,,Commercial,,,1,4360,OFFICES/SERVICES,,D33,D33,OFFICES/SERVICES
77.17690002,34.71359063,0,23756,,66574,Building Modified,222.6037052,2183.868814,2016,18066,1,0,,64250,,Commercial,,,1,2184,RETAIL,,E8,E8,RETAIL
77.23482814,34.71439974,0,23757,,66575,Building Modified,411.9906433,5985.397955,2016,23105,1,0,,155078,,Commercial,,,1,5985,RETAIL,,F16,F16,RETAIL
77.17765215,34.71377239,0,23764,,66582,Building Modified,214.9224657,2104.938845,2016,66575,1,0,,226700,,Commercial,,,1,2105,OFFICES/SERVICES,,D33,D33,OFFICES/SERVICES
77.17706775,34.7139802,0,23778,,66602,Building Modified,261.0659833,3071.075263,2016,66575,1,0,,226700,,Commercial,,,1,3071,OFFICES/SERVICES,,E6,E6,OFFICES/SERVICES
77.58023156,34.72007848,0,23804,,66634,Building Modified,450.8429779,6928.601816,2016,32555,1,0,,689010,,Appraiser Review,,,2,6929,RETAIL,Brick Frame,D33,D33,RETAIL
77.47954154,34.71909353,0,23817,,66649,Building Modified,704.1002931,24925.68588,2016,12396,1,0,,1880759,,Commercial,,,1,24926,AUTO SERVICE,,E6,E6,AUTO SERVICE
77.31197153,34.71807991,0,23870,,66712,Building Modified,186.8748387,1693.67626,2016,16479,1,0,,188790,,Mobile Home Park,,,1,1694,CONVERSION,, A110,A110,CONVERSION
77.31201534,34.71829048,0,23883,,66731,Building Modified,180.2974456,1292.100926,2016,16479,1,0,,188790,,Mobile Home Park,,,1,1292,CONVERSION,, A110,A110,CONVERSION
77.21286413,34.71689998,0,23884,,66732,Building Modified,278.3247198,3027.205183,2016,13917,1,0,,200209,,Building Site,,,1,3027,AUTO SERVICE,Aluminum/Vinyl,E8,E8,AUTO SERVICE
77.31148478,34.71856135,0,23898,,66749,Building Modified,157.3872258,860.9349202,2016,16479,1,0,,188790,,Mobile Home Park,,,1,861,CONVERSION,, A86,A86,CONVERSION
77.31166499,34.71859597,0,23903,,66755,Building Modified,198.4297479,1378.606147,2016,16479,1,0,,188790,,Mobile Home Park,,,1,1379,CONVERSION,, A98,A98,CONVERSION
77.1968929,34.71928779,0,24001,,66868,Building Modified,231.8069152,2567.72273,2016,48415,1,0,,139350,,Commercial,,,1,2568,RETAIL,,D33,D33,RETAIL
77.47754193,34.72319324,0,24002,,66870,Building Modified,345.557733,3052.537719,2016,20742,1,0,,39190,,Commercial,,,1,3053,RESTAURANT,,F34,F34,RESTAURANT
77.47717203,34.72404434,0,24025,,66895,Building Modified,250.4740178,3105.279194,2016,13255,1,0,,71252,,Commercial,,,1,3105,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.31971316,34.72253704,0,24041,,66913,Building Modified,146.4876412,1204.707519,2016,22834,1,0,,152470,,Commercial,,,1,1205,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.50980088,34.72542666,0,24058,,66930,Building Modified,211.3449127,2320.944444,2016,34835,1,0,,59610,,Commercial,,,1,2321,AUTO SERVICE,,E7,E7,AUTO SERVICE
77.48473008,34.72785533,0,24134,,67019,Building Modified,228.4464844,2799.306668,2016,40357,1,0,,1101330,,Commercial,,,1,2799,OFFICES/SERVICES,,F34,F34,OFFICES/SERVICES
77.48653721,34.72920146,0,24199,,67093,Building Modified,196.8388665,2358.505948,2016,40357,1,0,,1101330,,Commercial,,,1,2359,OFFICES/SERVICES,,D18,D18,OFFICES/SERVICES
77.50801084,34.72966728,0,24205,,67099,Building Modified,278.9459457,3623.332253,2016,40284,1,0,,374260,,Commercial,,,1,3623,OFFICES/SERVICES,,E6,E6,OFFICES/SERVICES
77.32044295,34.72734871,0,24209,,67103,Building Modified,251.631634,3459.588061,2016,15593,1,0,,263761,,Commercial,,,1,3460,RETAIL,,F34,F34,RETAIL
77.31881592,34.72881446,0,24253,,67153,Building Modified,171.7047403,1453.483031,2016,15581,1,0,,377680,,Building Site,,,2,1453,AUTO SERVICE,Aluminum/Vinyl,E7,E7,AUTO SERVICE
77.58406132,34.73231202,0,24257,,67157,Building Modified,176.1383796,1574.869317,2016,40296,1,0,,1032290,,Commercial,,,1,1575,SPECIAL/INSTITUTIONAL,,E6,E6,SPECIAL/INSTITUTIONAL
77.58403984,34.73292379,0,24277,,67183,Building Modified,1154.360203,16433.5451,2016,40296,1,0,,1032290,,Commercial,,,1,16434,SPECIAL/INSTITUTIONAL,,D10,D10,SPECIAL/INSTITUTIONAL
77.47216283,34.73252514,0,24299,,67214,Building Modified,552.5615835,17377.52803,2016,23967,1,0,,819067,,Commercial,,,1,17378,RETAIL,,D33,D33,RETAIL
77.52399565,34.7337612,0,24319,,67238,Building Modified,422.4281674,7151.720325,2016,36874,1,0,,696470,,Commercial,,,1,7152,SPECIAL/INSTITUTIONAL,,D10,D10,SPECIAL/INSTITUTIONAL
77.47170156,34.73311888,0,24324,,67244,Building Modified,889.1931901,12232.67061,2016,20539,1,0,,751700,,Commercial,,,1,12233,MOTEL,,C15,C15,MOTEL
77.5598412,34.73511456,0,24358,,67280,Building Modified,333.9767936,3040.922758,2016,51007,1,0,,154800,,Commercial,,,1,3041,OFFICES/SERVICES,,E6,E6,OFFICES/SERVICES
77.47607719,34.73427906,0,24362,,67284,Building Modified,271.5374439,3592.535345,2016,8228,1,0,,343964,,Commercial,,,1,3593,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_S
77.50829346,34.7351954,0,24381,,67306,Building Modified,352.2712439,6091.127786,2016,67405,1,0,,122000,,Commercial,,,1,6091,WAREHOUSE/INDUSTRIAL,,G4,G4,WAR_D
77.2403868,34.73169604,0,24385,,67312,Building Modified,130.3434719,1061.763665,2016,71567,1,0,,294470,,Commercial,,,1,1062,RESTAURANT,,F34,F34,RESTAURANT
77.55941579,34.73600131,0,24394,,67321,Building Modified,328.2730746,4073.118992,2016,51007,1,0,,154800,,Commercial,,,1,4073,OFFICES/SERVICES,,F27,F27,OFFICES/SERVICES
77.47076914,34.73503185,0,24397,,67324,Building Modified,182.924695,1132.184124,2016,33638,1,0,,478829,,Mobile Home Park,,,1,1132,WAREHOUSE/INDUSTRIAL,,G4,G4,WAR_S
77.47029767,34.73595861,0,24441,,67376,Building Modified,154.0883107,927.3757041,2016,33638,1,0,,478829,,Mobile Home Park,,,1,927,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_S
77.47071779,34.73606315,0,24447,,67382,Building Modified,183.8264154,1081.905927,2016,33638,1,0,,478829,,Mobile Home Park,,,1,1082,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_S
77.54838642,34.73711561,0,24451,,67388,Building Modified,265.7014934,3401.049738,2016,29712,1,0,,43310,,Commercial,,,1,3401,RESTAURANT,,E7,E7,RESTAURANT
77.56281797,34.73742595,0,24455,,67392,Building Modified,164.2180934,957.9195342,2016,6329,1,0,,137850,,Building Site,,,1,958,WAREHOUSE/INDUSTRIAL,,G4,G4,WAR_D
77.56130719,34.73750638,0,24463,,67403,Building Modified,225.4125248,2781.856142,2016,5030,1,0,,37330,,Commercial,,,1,2782,RETAIL,,F52,F52,RETAIL
77.56110997,34.73760096,0,24470,,67411,Building Modified,256.9476136,3859.321769,2016,6329,1,0,,137850,,Building Site,,,1,3859,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_D
77.5547371,34.73799566,0,24488,,67431,Building Modified,193.3980162,1980.87603,2016,40295,1,0,,64520,,Commercial,,,1,1981,SPECIAL/INSTITUTIONAL,,E7,E7,SPECIAL/INSTITUTIONAL
77.55519974,34.73815259,0,24494,,67438,Building Modified,195.1999064,1793.381338,2016,17168,1,0,,97530,,Building Site,,,1,1793,RETAIL,Brick Veneer,E6,E6,RETAIL
77.51015247,34.73769606,0,24499,,67444,Building Modified,197.2071638,1923.435497,2016,22703,1,0,,192580,,Building Site,,,1,1923,RETAIL,Aluminum/Vinyl,E7,E7,RETAIL
77.51141513,34.73842309,0,24517,,67465,Building Modified,239.8262939,2545.532911,2016,40374,1,0,,133170,,Commercial,,,1,2546,RESTAURANT,,D33,D33,RESTAURANT
77.5077485,34.7384814,0,24522,,67473,Building Modified,260.5246995,3096.415941,2016,35114,1,0,,165300,,Commercial,,,1,3096,RETAIL,,F9,F9,RETAIL
77.5045619,34.73918023,0,24555,,67518,Building Modified,295.7949601,3322.594509,2016,40705,1,0,,109650,,Commercial,,,1,3323,SPECIAL/INSTITUTIONAL,,E6,E6,SPECIAL/INSTITUTIONAL
77.46535956,34.73881366,0,24563,,67527,Building Modified,778.2946054,23640.78076,2016,162233,1,0,,376951,,Commercial,,,1,23641,RETAIL,,D10,D10,RETAIL
77.33826755,34.73895358,0,24667,,67649,Building Modified,2713.916529,92297.57804,2016,36160,1,0,,9455100,,Commercial,,,1,92298,SCHOOLS/CLASSROOMS,,D18,D18,DC
77.36274814,34.74053813,0,24683,,67669,Building Modified,382.4872022,8453.301981,2016,31954,1,0,,1118203,,Commercial,,,1,8453,RETAIL,,E6,E6,RETAIL
77.46765128,34.74252749,0,24699,,67687,Building Modified,482.4258688,9277.684117,2016,26257,1,0,,447839,,Commercial,,,1,9278,RESTAURANT,,F27,F27,RESTAURANT
77.44748814,34.74248086,0,24704,,67692,Building Modified,113.7100504,677.5141154,2016,36362,1,0,,2276570,,Commercial,,,1,678,PUBLIC BUILDINGS,,F52,F52,PUBLIC BUILDINGS
77.36600453,34.74185057,0,24721,,67713,Building Modified,410.0652161,10507.48333,2016,61227,1,0,,215025,,Commercial,,,1,10507,WAREHOUSE/INDUSTRIAL,,G4,G4,WAR_S
77.36783503,34.74174815,0,24722,,67714,Building Modified,965.7211331,32278.34742,2016,19883,1,0,,962016,,Commercial,,,1,32278,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.35678188,34.74212294,0,24728,,67722,Building Modified,165.2407958,1103.998929,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1104,RETAIL,,F16,F16,RETAIL
77.35939528,34.7422518,0,24731,,67727,Building Modified,178.9412276,1193.758135,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1194,RETAIL,,D18,D18,RETAIL
77.37010492,34.74246326,0,24734,,67731,Building Modified,246.0664231,2906.811256,2016,157606,1,0,,190728,,Commercial,,,1,2907,AUTO SERVICE,,E6,E6,AUTO SERVICE
77.37366694,34.74244408,0,24737,,67734,Building Modified,529.0873576,13793.79173,2016,31206,1,0,,447680,,Commercial,,,1,13794,OFFICES/SERVICES,,F45,F45,OFFICES/SERVICES
77.35920528,34.74255594,0,24743,,67742,Building Modified,174.5244698,1003.858075,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1004,RETAIL,,F16,F16,RETAIL
77.35931433,34.74261511,0,24746,,67746,Building Modified,152.1233326,928.1301884,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,928,RETAIL,,E6,E6,RETAIL
77.35943961,34.7426648,0,24748,,67748,Building Modified,174.5673555,1001.042722,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1001,RETAIL,,D18,D18,RETAIL
77.35925081,34.74282731,0,24755,,67756,Building Modified,187.1092395,1258.616019,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1259,RETAIL,,D10,D10,RETAIL
77.37576293,34.74318826,0,24760,,67763,Building Modified,144.9128532,1258.252214,2016,21761,1,0,,1347741,,Commercial,,,1,1258,WAREHOUSE/INDUSTRIAL,Stucco Block,G4,G4,WAR_D
77.35752307,34.74307465,0,24766,,67769,Building Modified,182.76514,1078.084117,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1078,RETAIL,,D10,D10,RETAIL
77.35768639,34.74315322,0,24771,,67774,Building Modified,170.7270977,1423.504729,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1424,RETAIL,,E7,E7,RETAIL
77.33514912,34.74212036,0,24772,,67775,Building Modified,2954.251555,107491.53,2016,40874,1,0,,6250380,,Commercial,,,1,107492,SCHOOLS/CLASSROOMS,,E6,E6,DC
77.35791631,34.74324483,0,24773,,67776,Building Modified,214.4095162,1558.661777,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1559,RETAIL,,D18,D18,RETAIL
77.3814385,34.74357487,0,24775,,67779,Building Modified,372.3136799,4242.703383,2016,30467,1,0,,167956,,Commercial,,,1,4243,AUTO SERVICE,,E7,E7,AUTO SERVICE
77.35479881,34.7432902,0,24777,,67781,Building Modified,163.0329291,1609.667829,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1610,RETAIL,,F16,F16,RETAIL
77.32923638,34.74302907,0,24781,,67786,Building Modified,211.9431633,2135.893999,2016,58159,1,0,,67760,,Commercial,,,1,2136,AUTO SERVICE,,E7,E7,AUTO SERVICE
77.35940454,34.74350252,0,24787,,67794,Building Modified,159.8407885,936.8581188,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,937,RETAIL,,E7,E7,RETAIL
77.35539905,34.74343559,0,24788,,67795,Building Modified,181.9583166,1149.887778,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1150,RETAIL,,E6,E6,RETAIL
77.35553335,34.7434764,0,24789,,67796,Building Modified,179.059238,1079.027402,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1079,RETAIL,,E7,E7,RETAIL
77.35566423,34.74353071,0,24791,,67798,Building Modified,179.92973,1158.32244,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1158,RETAIL,,E7,E7,RETAIL
77.35663663,34.74357647,0,24792,,67799,Building Modified,182.8794127,1050.572098,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1051,RETAIL,,E6,E6,RETAIL
77.44848832,34.74476994,0,24793,,67800,Building Modified,306.0180603,4459.520196,2016,40358,1,0,,4142930,,Commercial,,,1,4460,OFFICES/SERVICES,,D10,D10,OFFICES/SERVICES
77.36023187,34.74386405,0,24804,,67812,Building Modified,158.7521495,962.7302178,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,963,RETAIL,,F9,F9,RETAIL
77.35891884,34.74391141,0,24806,,67814,Building Modified,163.7123907,989.797597,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,990,RETAIL,,F45,F45,RETAIL
77.35730583,34.74385875,0,24808,,67816,Building Modified,167.3216292,971.0356923,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,971,RETAIL,,D10,D10,RETAIL
77.35590984,34.74393928,0,24811,,67819,Building Modified,186.4529249,1174.343081,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1174,RETAIL,,F45,F45,RETAIL
77.35668704,34.7439974,0,24812,,67820,Building Modified,182.3214503,1073.043422,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1073,RETAIL,,F16,F16,RETAIL
77.35697182,34.74410111,0,24814,,67822,Building Modified,248.6756508,1716.302619,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1716,RETAIL,,E6,E6,RETAIL
77.44803075,34.74527757,0,24815,,67823,Building Modified,340.8595775,6504.290874,2016,40358,1,0,,4142930,,Commercial,,,1,6504,OFFICES/SERVICES,,E6,E6,OFFICES/SERVICES
77.35747529,34.74432347,0,24821,,67830,Building Modified,184.4459476,1066.331698,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1066,RETAIL,,D18,D18,RETAIL
77.48356482,34.74603102,0,24824,,67833,Building Modified,517.595087,6839.034345,2016,57391,1,0,,454870,,Commercial,,,1,6839,RETAIL,,E7,E7,RETAIL
77.51094935,34.7466087,0,24829,,67839,Building Modified,221.7140669,2160.479034,2016,36291,1,0,,487890,,Commercial,,,1,2160,PUBLIC BUILDINGS,,F16,F16,PUBLIC BUILDINGS
77.35860442,34.74484448,0,24838,,67849,Building Modified,177.7561943,1026.822712,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1027,RETAIL,,D33,D33,RETAIL
77.35758335,34.74507443,0,24845,,67857,Building Modified,163.2217908,985.7784723,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,986,RETAIL,,E7,E7,RETAIL
77.35925719,34.74510181,0,24846,,67858,Building Modified,176.4674474,1067.141969,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1067,RETAIL,,F16,F16,RETAIL
77.48483005,34.7466864,0,24849,,67862,Building Modified,425.695709,7122.450981,2016,30037,1,0,,1019880,,Commercial,,,1,7122,SPECIAL/INSTITUTIONAL,,E7,E7,SPECIAL/INSTITUTIONAL
77.35823627,34.74536336,0,24859,,67875,Building Modified,161.3182529,901.9470105,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,902,RETAIL,,D33,D33,RETAIL
77.45546289,34.74656195,0,24861,,67877,Building Modified,352.520982,5878.002149,2016,40902,1,0,,4312570,,Commercial,,,1,5878,PUBLIC BUILDINGS,,F16,F16,PUBLIC BUILDINGS
77.35850322,34.74546656,0,24863,,67879,Building Modified,204.5571572,1340.252795,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1340,RETAIL,,E6,E6,RETAIL
77.39916718,34.74638009,0,24881,,67910,Building Modified,274.7419127,3197.251953,2016,26839,1,0,,157261,,Commercial,,,1,3197,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.45126519,34.74702742,0,24885,,67914,Building Modified,923.4735765,24173.03893,2016,40652,1,0,,2969830,,Commercial,,,1,24173,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_S
77.40148786,34.74662821,0,24889,,67920,Building Modified,511.5805373,8194.92451,2016,32162,1,0,,422202,,Commercial,,,1,8195,AUTO SERVICE,,E6,E6,AUTO SERVICE
77.39463662,34.74694013,0,24905,,67943,Building Modified,290.1466056,5129.587841,2016,31204,1,0,,1637023,,Commercial,,,1,5130,RETAIL,,F34,F34,RETAIL
77.37439834,34.74623239,0,24907,,67945,Building Modified,2857.131915,67692.69929,2016,34750,1,0,,4197797,,Commercial,,,1,67693,MEDICAL BUILDING,,F52,F52,MEDICAL BUILDING
77.33062425,34.74621102,0,24908,,67947,Building Modified,152.6074175,1398.772394,2016,15960,1,0,,284020,,Building Site,,,2,1399,AUTO SERVICE,Aluminum/Vinyl,E6,E6,AUTO SERVICE
77.43541536,34.7476162,0,24909,,67948,Building Modified,170.0299366,1789.362465,2016,40544,1,0,,169890,,Commercial,,,1,1789,AUTO SERVICE,,E8,E8,AUTO SERVICE
77.4493354,34.74778671,0,24910,,67949,Building Modified,246.6952533,3491.793131,2016,40160,1,0,,301340,,Commercial,,,1,3492,PUBLIC BUILDINGS,,F9,F9,PUBLIC BUILDINGS
77.37899234,34.74693091,0,24916,,67955,Building Modified,326.1478202,5453.123223,2016,32236,1,0,,6461385,,Commercial,,,1,5453,RETAIL,,E8,E8,RETAIL
77.3598831,34.74672971,0,24918,,67957,Building Modified,180.6922093,1023.344067,2016,30423,1,0,,8000412,,Mobile Home Park,,,1,1023,RETAIL,,F16,F16,RETAIL
77.38015896,34.74714372,0,24922,,67962,Building Modified,225.3559649,2935.436149,2016,26355,1,0,,869199,,Commercial/Ind/Primary,,,1,2935,RESTAURANT,,E7,E7,RESTAURANT
77.37769135,34.74632498,0,24929,,67972,Building Modified,2297.631358,125897.1289,2016,32236,1,0,,6461385,,Commercial,,,1,125897,RETAIL,,D10,D10,RETAIL
77.43243544,34.74815594,0,24935,,67980,Building Modified,149.9766894,504.907963,2016,40420,1,0,,717210,,Commercial,,,1,505,SPECIAL/INSTITUTIONAL,,E6,E6,SPECIAL/INSTITUTIONAL
77.44666106,34.74845843,0,24950,,67995,Building Modified,287.5163058,4234.59669,2016,10418,1,0,,51520,,Commercial,,,1,4235,WAREHOUSE/INDUSTRIAL,,G4,G4,WAR_D
77.43239919,34.74818332,0,24951,,67996,Building Modified,709.8765142,10624.62644,2016,40420,1,0,,717210,,Commercial,,,1,10625,SPECIAL/INSTITUTIONAL,,F27,F27,SPECIAL/INSTITUTIONAL
77.45659381,34.74864036,0,24956,,68002,Building Modified,373.3702963,6812.780805,2016,5245,1,0,,425356,,Commercial,,,1,6813,AUTO SERVICE,,E6,E6,AUTO SERVICE
77.4572724,34.74882975,0,24961,,68007,Building Modified,124.5368918,926.4241443,2016,5245,1,0,,425356,,Commercial,,,1,926,AUTO SERVICE,,E6,E6,AUTO SERVICE
77.44671922,34.74880793,0,24972,,68019,Building Modified,223.4692406,2989.608771,2016,23265,1,0,,37650,,Commercial,,,1,2990,WAREHOUSE/INDUSTRIAL,,G4,G4,WAR_D
77.41278162,34.74831682,0,24976,,68024,Building Modified,452.4898263,8776.60214,2016,24424,1,0,,399380,,Commercial,,,1,8777,RETAIL,,E7,E7,RETAIL
77.42935504,34.74874096,0,24980,,68028,Building Modified,149.1285219,1159.469204,2016,21081,1,0,,151520,,Commercial,,,1,1159,WAREHOUSE/INDUSTRIAL,,G5,G5,WAR_S
77.37920031,34.74815952,0,24982,,68031,Building Modified,270.0475895,3477.328515,2016,159,1,0,,690680,,Commercial/Ind/Primary,,,1,3477,RESTAURANT,,D33,D33,RESTAURANT
77.43022525,34.74892349,0,24984,,68034,Building Modified,268.3776871,3764.133075,2016,30418,1,0,,368503,,Commercial,,,1,3764,RETAIL,,D33,D33,RETAIL
